,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,"SEX OFFENSES, FORCIBLE","SEX OFFENSES, NON FORCIBLE",STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,averageListingPrice,alp_allsf
2015-01-31,8,155,0,1,64,14,5,60,12,0,1,2,8,29,1,5,232,4,0,33,209,281,0,2,0,56,1,21,15,0,12,1,51,0,24,65,94,121,38,841048.391558,1322317.90743
2015-02-28,5,148,1,3,54,7,7,49,4,0,1,1,9,36,1,3,184,5,1,41,175,245,0,2,0,39,0,19,11,1,14,0,50,0,18,51,63,99,28,928350.575,1273868.82468
2015-03-31,3,187,1,3,56,11,5,66,18,3,0,2,11,41,2,3,190,5,0,45,253,274,0,6,0,60,1,23,17,0,7,0,82,0,13,66,89,115,27,1326290.80747,1286734.6333
2015-04-30,2,175,0,1,56,3,8,43,17,1,0,0,11,33,0,10,191,2,0,59,197,257,0,5,0,40,1,23,17,1,12,2,53,0,14,51,96,81,32,1455580.39009,1247080.94442
2015-05-31,4,182,0,0,60,5,5,50,10,0,0,2,7,32,0,5,223,3,2,49,215,271,0,1,0,46,3,27,13,0,7,0,68,0,20,53,127,100,28,1731346.62303,1359306.47085
2015-06-30,7,178,0,1,44,19,9,49,15,1,0,2,10,34,0,4,209,1,4,73,188,232,0,2,0,54,0,30,15,0,7,1,64,0,27,70,107,94,18,1584476.91558,1489680.95948
2015-07-31,3,174,0,0,66,9,3,47,16,2,0,2,6,18,0,7,206,0,0,46,179,220,0,5,0,30,1,24,15,1,14,1,69,0,13,80,95,121,25,1578923.94196,1383528.09035
2015-08-31,3,192,0,3,52,9,2,44,15,3,1,3,6,30,0,4,188,1,1,46,218,204,0,2,0,59,0,18,19,0,6,2,65,0,17,71,96,91,33,1386002.76338,1445890.56134
2015-09-30,3,166,2,6,54,10,3,81,9,0,1,1,8,21,0,0,200,4,0,54,179,219,0,4,0,61,1,21,17,0,13,1,66,0,17,57,108,80,29,1406209.35,1322241.18439
2015-10-31,5,167,0,1,54,17,4,60,8,0,0,4,13,41,1,2,188,3,0,55,188,243,0,7,0,63,0,17,13,0,16,1,79,0,17,47,107,98,38,1241499.61944,1286672.60448
2015-11-30,2,134,0,1,58,19,4,69,9,1,1,1,7,33,0,4,207,3,0,31,173,252,0,23,0,45,1,13,14,0,12,1,67,0,23,70,113,89,18,,
