,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,"SEX OFFENSES, FORCIBLE","SEX OFFENSES, NON FORCIBLE",STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,averageListingPrice,alp_allsf
2014-12-31,0,89,0,0,61,2,0,12,2,2,0,0,9,44,0,4,601,2,0,31,210,132,0,9,0,31,0,10,5,0,17,3,46,0,13,79,38,42,6,1676735.0641,1321887.43774
2015-01-31,8,115,0,0,61,4,2,15,7,1,0,1,11,62,0,2,597,1,0,24,196,144,0,0,0,52,0,12,10,0,22,0,43,0,22,73,45,44,10,1596477.28095,1322317.90743
2015-02-28,5,109,0,0,67,7,0,24,10,5,0,4,3,35,0,3,490,0,0,38,201,130,0,5,0,43,1,15,11,0,17,0,47,0,16,44,36,54,14,1545800.02639,1273868.82468
2015-03-31,1,132,0,0,55,7,4,26,13,0,0,1,12,40,0,4,599,3,0,29,188,157,0,13,0,42,1,13,11,0,11,0,45,0,18,102,47,66,9,1504311.32147,1286734.6333
2015-04-30,5,116,0,0,61,5,0,27,4,0,0,0,5,43,0,4,588,3,0,27,214,155,0,0,0,41,1,13,7,0,14,1,35,0,19,88,57,57,8,1484030.49961,1247080.94442
2015-05-31,6,104,0,1,78,4,6,14,8,3,0,0,6,61,0,3,596,1,1,33,207,120,0,2,0,24,0,13,10,0,11,4,33,0,19,86,48,48,11,1407195.20138,1359306.47085
2015-06-30,3,101,0,0,66,5,3,15,1,2,1,0,11,58,0,2,659,2,0,24,203,116,1,0,0,32,0,11,7,0,11,1,52,0,23,99,64,57,8,2327190.27421,1489680.95948
2015-07-31,3,112,0,0,56,3,1,6,4,3,0,0,13,54,0,0,703,0,0,25,227,154,0,3,0,26,0,14,5,0,9,0,56,0,11,151,56,45,16,1500403.89137,1383528.09035
2015-08-31,1,120,0,0,60,4,1,18,6,3,0,0,12,30,1,2,653,0,0,25,225,139,0,3,0,45,0,18,8,0,9,2,49,0,14,126,37,51,4,1476411.71111,1445890.56134
2015-09-30,1,101,0,0,58,8,4,18,3,0,0,0,10,42,0,0,602,1,1,25,213,119,0,6,0,29,0,15,10,0,11,4,37,0,22,85,45,37,6,1217047.70401,1322241.18439
2015-10-31,1,102,0,1,60,6,3,20,6,1,0,0,7,17,0,0,539,3,0,19,219,143,0,9,0,46,1,14,10,0,6,1,46,0,17,79,51,55,6,1238695.59921,1286672.60448
2015-11-30,6,98,1,0,40,0,2,19,5,1,1,0,12,25,0,3,396,2,0,26,193,132,0,0,0,29,1,6,5,1,7,0,47,0,15,70,27,45,10,,
